title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enrichment_source,confidence_level,priority_category
"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,https://www.goodreads.com/book/show/33574273-a-wrinkle-in-time,A Wrinkle in Time,Madeleine L'Engle,https://covers.openlibrary.org/b/id/8709146-L.jpg,https://openlibrary.org/works/OL41495W,"A Wrinkle in Time is a science fiction fantasy novel by American writer Madeleine L'Engle, first published in 1962. It is about Meg And Charles Walence. Their father, who was working on a interesting project called a tesseract, goes missing! Then they meet a boy and some strange women. This story won a Newbery Medal, Sequoyah Book Award and Lewis Carroll Shelf Award For this amazing story! It also has a movie! I Hope you all enjoy!","A Wrinkle In Time (Time Quintet, #1)",Madeleine L'Engle,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Two siblings search for their missing father who was working on a mysterious project, leading them on a fantastical journey with strange characters.","family, adventure, science fiction",fantastical,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
Don't Let the Pigeon Drive the Bus!,Mo Willems,https://www.goodreads.com/book/show/191113.Don_t_Let_the_Pigeon_Drive_the_Bus_,Don't Let the Pigeon Drive the Bus!,Mo Willems,https://covers.openlibrary.org/b/id/544664-L.jpg,https://openlibrary.org/works/OL5760013W,"No matter how hard he pleads and begs, the pigeon is not supposed to drive the bus while the driver is away, but pigeon tries every persuasive trick a young child knows to get you to say ""Yes.""",Don'T Let The Pigeon Drive The Bus!,Mo Willems,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A pigeon desperately tries to convince readers to let him drive the bus while the driver is away, using all the tricks a young child might employ.","persuasion, persistence, imagination",playful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,120.0,MetaMetrics/Disney Hyperion,high,mega_expansion
The Phantom Tollbooth,Norton Juster,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth,The Phantom Tollbooth,Norton Juster,https://covers.openlibrary.org/b/id/8578174-L.jpg,https://openlibrary.org/works/OL1636262W,"The Phantom Tollbooth is a children's fantasy adventure novel written by Norton Juster with illustrations by Jules Feiffer. It was published in 1961 by Random House (USA). It tells the story of a bored young boy named Milo who unexpectedly receives a magic tollbooth one afternoon and, having nothing better to do, drives through it in his toy car, transporting him to the Kingdom of Wisdom, once prosperous but now troubled. There, he acquires two faithful companions, a dog named Tock and the Humbug, and goes on a quest to restore to the kingdom its exiled princesses—named Rhyme and Reason—from the Castle in the Air. In the process, he learns valuable lessons, finding a love of learning. The text is full of puns and wordplay, such as when Milo unintentionally jumps to Conclusions, an island in Wisdom, thus exploring the literal meanings of idioms.",The Phantom Tollbooth,Norton Juster,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A bored young boy named Milo drives through a magic tollbooth and is transported to the Kingdom of Wisdom, where he goes on a quest to restore order and learns valuable lessons.","adventure, learning, friendship",whimsical,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods,Little House in the Big Woods,Laura Ingalls Wilder,https://covers.openlibrary.org/b/id/28677-L.jpg,https://openlibrary.org/works/OL1719746W,"The first in a series of truly charming tales of life on the early American frontier, Little House in the Big Woods introduces us to Laura Ingalls, her Ma and Pa, big sister Mary and Baby Carrie. She lives in an isolated cabin in the Big Woods of Wisconsin and spends her days helping Ma with household chores, learning how to care for a house, farm and family. The descriptions of typical activities on a farm in that era will captivate the imaginations of young and old alike. This series also contains the titles Little House on the Prairie, On The Banks of Plum Creek, By the Shores of Silver Lake, The Long Winter, Farmer Boy, Little Town on the Prairie, These Happy Golden Years, and The First Four Years. They inspired the popular, 1970s television series Little House on the Prairie.","Little House In The Big Woods (Little House, #1)",Laura Ingalls Wilder,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A charming tale of life on the early American frontier, following Laura Ingalls and her family as they navigate daily life in the Big Woods of Wisconsin. The book provides a captivating glimpse into farm activities and family dynamics of that era.","family, frontier life, daily activities, self-sufficiency",nostalgic,6-8,Beginning Readers (6-8),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,900.0,Educational Testing Service,high,ultimate_expansion
"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz,The Wonderful Wizard of Oz,L. Frank Baum,https://covers.openlibrary.org/b/id/552443-L.jpg,https://openlibrary.org/works/OL18417W,"Over a century after its initial publication, The Wonderful Wizard of Oz is still captivating the hearts of countless readers. Come adventure with Dorothy and her three friends: the Scarecrow, the Tin Woodman, and the Cowardly Lion, as they follow the Yellow Brick Road to the Emerald City for an audience with the Great Oz, the mightiest Wizard in the land, and the only one that can return Dorothy to her home in Kansas.","The Wonderful Wizard Of Oz (Oz, #1)",L. Frank Baum,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Follow Dorothy and her friends on an adventurous journey to the Emerald City to meet the powerful Wizard of Oz and find a way back home.,"adventure, friendship, courage",adventurous,6-8,Beginning Readers (6-8),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
"The Giver (The Giver, #1)",Lois Lowry,https://www.goodreads.com/book/show/3636.The_Giver,The Giver,Lois Lowry,https://covers.openlibrary.org/b/id/8352502-L.jpg,https://openlibrary.org/works/OL1846076W,"At the age of twelve, Jonas, a young boy from a seemingly utopian, futuristic world, is singled out to receive special training from The Giver, who alone holds the memories of the true joys and pain of life.","The Giver (The Giver, #1)",Lois Lowry,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A young boy in a utopian society is chosen to receive memories of the past from a special mentor.,"memory, utopia, identity",thoughtful,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
The Story of Ferdinand,Munro Leaf,https://www.goodreads.com/book/show/773951.The_Story_of_Ferdinand,The Story of Ferdinand,Munro Leaf,https://covers.openlibrary.org/b/id/6716679-L.jpg,https://openlibrary.org/works/OL4649312W,A gentle bull who likes to sit quietly and smell flowers is entered in a bullfight.,The Story Of Ferdinand,Munro Leaf,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A gentle bull who enjoys smelling flowers gets accidentally entered into a bullfight.,"individuality, peace, acceptance",gentle,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
The Night Before Christmas,Clement Clarke Moore,https://www.goodreads.com/book/show/196970.The_Night_Before_Christmas,The Night Before Christmas,Clement Clarke Moore,https://covers.openlibrary.org/b/id/8236410-L.jpg,https://openlibrary.org/works/OL655908W,A well-known poem about an important Christmas Eve visitor.,The Night Before Christmas,Clement Clarke Moore,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 1.0, ""source"": ""gpt_analysis_fix""}}",True,"{""age_range"": ""3-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","The Night Before Christmas is a classic poem that tells the story of a visit from Santa Claus on Christmas Eve. The poem describes Santa's arrival, his appearance, and his gift-giving to children. It is a beloved holiday tradition for many families to read together on Christmas Eve.","joy, tradition, magic",playful,3-8,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.8,False,,,,,
Bridge to Terabithia,Katherine Paterson,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia,Bridge to Terabithia,Katherine Paterson,https://covers.openlibrary.org/b/id/12627341-L.jpg,https://openlibrary.org/works/OL27079W,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Bridge To Terabithia,Katherine Paterson,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A ten-year-old boy's life in rural Virginia is transformed when he befriends a newcomer who tragically dies while trying to reach their secret hideaway, Terabithia.","friendship, imagination, loss, grief",emotional,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
Blueberries for Sal,Robert McCloskey,https://www.goodreads.com/book/show/133526.Blueberries_for_Sal,Blueberries for Sal,Robert McCloskey,https://covers.openlibrary.org/b/id/11307420-L.jpg,https://openlibrary.org/works/OL4638387W,Recommended by Mental Floss: 50 Essential Children's Books,Blueberries For Sal,Robert Mccloskey,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A sweet story of two little girls and their mothers picking blueberries in Maine, with a mix-up that leads to unexpected adventures.","nature, exploration, curiosity",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
Clifford the Big Red Dog,Norman Bridwell,https://www.goodreads.com/book/show/858719.Clifford_the_Big_Red_Dog,Clifford the Big Red Dog,Norman Bridwell,https://covers.openlibrary.org/b/id/383686-L.jpg,https://openlibrary.org/works/OL73128W,Emily Elizabeth describes the activities she enjoys with her very big red dog and how they take care of each other.,Clifford The Big Red Dog,Norman Bridwell,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 1.0, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 1.0, ""source"": ""llm_analysis""}",A girl and her oversized red dog share adventures and take care of each other.,"friendship, companionship, responsibility",heartwarming,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",1.0,,,,,,
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,"The Lion, the Witch and the Wardrobe",C.S. Lewis,https://covers.openlibrary.org/b/id/8441376-L.jpg,https://openlibrary.org/works/OL71037W,"Four adventurous siblings—Peter, Susan, Edmund, and Lucy Pevensie—step through a wardrobe door and into the land of Narnia, a land frozen in eternal winter and enslaved by the power of the White Witch. But when almost all hope is lost, the return of the Great Lion, Aslan, signals a great change . . . and a great sacrifice.

Journey into the land beyond the wardrobe! The Lion, the Witch and the Wardrobe is the second book in C. S. Lewis's classic fantasy series, which has been captivating readers of all ages for over sixty years. This is a stand-alone novel, but if you would like journey back to Narnia, read The Horse and His Boy, the third book in The Chronicles of Narnia.
([source][1])


  [1]: http://www.cslewis.com/us/books/hardcover/the-lion-the-witch-and-the-wardrobe/9780060234812/


----------
Also contained in:

 - [Chronicles of Narnia](https://openlibrary.org/works/OL70988W/The_Chronicles_of_Narnia)
 - [Tales of Narnia](https://openlibrary.org/works/OL71080W)","The Lion, The Witch And The Wardrobe (Chronicles Of Narnia, #1)",C.S. Lewis,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","Four siblings discover a magical world through a wardrobe, where they must help a lion defeat an evil witch. The story is about bravery, sacrifice, and the triumph of good over evil.","adventure, bravery, good vs. evil, sacrifice",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,940.0,Educational Testing Service,high,ultimate_expansion
