title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,summary_gpt,themes,tone,age_range,needs_fix
James and the Giant Peach,Roald Dahl,https://www.goodreads.com/book/show/6689.James_and_the_Giant_Peach,James and the Giant Peach,Roald Dahl,https://covers.openlibrary.org/b/id/8252454-L.jpg,https://openlibrary.org/works/OL45809W,"***Roald Dahl's first and most widely celebrated book for young people continues to thrill readers around the world.***

**When James accidentally drops some magic crystals by the old peach tree, strange things start to happen.** The peach at the top of the tree begins to grow, and before long it's as big as a house. When James discovers a secret entrance-way into the fruit and crawls inside, he meets wonderful new friends--the Old-Green-Grasshopper, the dainty Ladybug, and the Centipede of the multiple boots. ***After years of feeling like an outsider in his aunts' house, James finally found a place where he belongs. With a snip of the stem, the peach household starts rolling away--and the adventure begins!***

""This is a stunning book to be cherished for its story, a superb fantasy.""***--Chicago Tribune***

""A beautifully written, fantastic book.""***--Christian Science Monitor***",James And The Giant Peach,Roald Dahl,"When James accidentally drops magic crystals peach tree, a giant peach grows and he discovers a secret entrance inside where he meets new friends. The peach rolls away, leading to an adventure.","friendship, belonging, adventure",whimsical,6-8,False
"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,https://www.goodreads.com/book/show/33574273-a-wrinkle-in-time,A Wrinkle in Time,Madeleine L'Engle,https://covers.openlibrary.org/b/id/8709146-L.jpg,https://openlibrary.org/works/OL41495W,"A Wrinkle in Time is a science fiction fantasy novel by American writer Madeleine L'Engle, first published in 1962. It is about Meg And Charles Walence. Their father, who was working on a interesting project called a tesseract, goes missing! Then they meet a boy and some strange women. This story won a Newbery Medal, Sequoyah Book Award and Lewis Carroll Shelf Award For this amazing story! It also has a movie! I Hope you all enjoy!","A Wrinkle In Time (Time Quintet, #1)",Madeleine L'Engle,"Two siblings go on a fantastical journey to find their missing father after he disappears while working on a mysterious project. Along the way, they meet new friends and encounter strange beings.","family, adventure, mystery, friendship",adventurous,9-12,False
Don't Let the Pigeon Drive the Bus!,Mo Willems,https://www.goodreads.com/book/show/191113.Don_t_Let_the_Pigeon_Drive_the_Bus_,Don't Let the Pigeon Drive the Bus!,Mo Willems,https://covers.openlibrary.org/b/id/544664-L.jpg,https://openlibrary.org/works/OL5760013W,"No matter how hard he pleads and begs, the pigeon is not supposed to drive the bus while the driver is away, but pigeon tries every persuasive trick a young child knows to get you to say ""Yes.""",Don'T Let The Pigeon Drive The Bus!,Mo Willems,A persistent pigeon tries various tactics to convince the reader to let him drive the bus while the driver is away.,"persuasion, persistence, rules",playful,3-5,False
The Phantom Tollbooth,Norton Juster,https://www.goodreads.com/book/show/378.The_Phantom_Tollbooth,The Phantom Tollbooth,Norton Juster,https://covers.openlibrary.org/b/id/8578174-L.jpg,https://openlibrary.org/works/OL1636262W,"The Phantom Tollbooth is a children's fantasy adventure novel written by Norton Juster with illustrations by Jules Feiffer. It was published in 1961 by Random House (USA). It tells the story of a bored young boy named Milo who unexpectedly receives a magic tollbooth one afternoon and, having nothing better to do, drives through it in his toy car, transporting him to the Kingdom of Wisdom, once prosperous but now troubled. There, he acquires two faithful companions, a dog named Tock and the Humbug, and goes on a quest to restore to the kingdom its exiled princesses—named Rhyme and Reason—from the Castle in the Air. In the process, he learns valuable lessons, finding a love of learning. The text is full of puns and wordplay, such as when Milo unintentionally jumps to Conclusions, an island in Wisdom, thus exploring the literal meanings of idioms.",The Phantom Tollbooth,Norton Juster,"A bored young boy named Milo receives a magic tollbooth and is transported to the Kingdom of Wisdom where he goes on a quest to restore order. Along the way, he learns valuable lessons and discovers a love of learning.","imagination, learning, adventure",whimsical,8-12,False
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods,Little House in the Big Woods,Laura Ingalls Wilder,https://covers.openlibrary.org/b/id/28677-L.jpg,https://openlibrary.org/works/OL1719746W,"The first in a series of truly charming tales of life on the early American frontier, Little House in the Big Woods introduces us to Laura Ingalls, her Ma and Pa, big sister Mary and Baby Carrie. She lives in an isolated cabin in the Big Woods of Wisconsin and spends her days helping Ma with household chores, learning how to care for a house, farm and family. The descriptions of typical activities on a farm in that era will captivate the imaginations of young and old alike. This series also contains the titles Little House on the Prairie, On The Banks of Plum Creek, By the Shores of Silver Lake, The Long Winter, Farmer Boy, Little Town on the Prairie, These Happy Golden Years, and The First Four Years. They inspired the popular, 1970s television series Little House on the Prairie.","Little House In The Big Woods (Little House, #1)",Laura Ingalls Wilder,"A series of charming tales set in the early American frontier, following Laura Ingalls and her family as they live in an isolated cabin in Wisconsin. The books offer detailed descriptions of daily life on a farm in that era.","family, frontier life, self-sufficiency",nostalgic,8-12,False
"Go, Dog. Go!",P.D. Eastman,https://www.goodreads.com/book/show/460548.Go_Dog_Go_,"Go, Dog. Go!",P. D. Eastman,https://covers.openlibrary.org/b/id/391827-L.jpg,https://openlibrary.org/works/OL517220W,"** WorldCat: Zany fun about all kinds of dogs and their doings, ending with a party at the top of a tree.
** Barnes and Noble: Reading goes to the dogs in this timeless Beginner Book edited by Dr. Seuss. From big dogs and little dogs to red, green, and blue dogs, dogs going up and dogs going fast . . . who knew dogs were so busy? And laughter will ensue at the repeated question “Do you like my hat?” Like P. D. Eastman’s classic Are You My Mother? Go, Dog. Go! has been a go-to favorite for over fifty years, leaving audiences of all breeds wagging their tails with delight.
** LibraryThing Reviewer: (Heather S. McCormick - Sep 18, 2019) I love this book, it's easy to read. has tons to look at in the books. I also like how throughout the book there is a reappearing girl who asks about her hat.","Go, Dog. Go!",P.D. Eastman,"A zany, fun-filled book about dogs of all shapes and sizes, culminating in a party atop a tree. Perfect for young readers who enjoy whimsical stories and delightful illustrations.","dogs, friendship, fun",whimsical,3-5,False
"The Giver (The Giver, #1)",Lois Lowry,https://www.goodreads.com/book/show/3636.The_Giver,The Giver,Lois Lowry,https://covers.openlibrary.org/b/id/8352502-L.jpg,https://openlibrary.org/works/OL1846076W,"At the age of twelve, Jonas, a young boy from a seemingly utopian, futuristic world, is singled out to receive special training from The Giver, who alone holds the memories of the true joys and pain of life.","The Giver (The Giver, #1)",Lois Lowry,A young boy is chosen to receive special training from a mentor who holds the memories of the world's past joys and pains.,"utopia, memory, training, coming of age",thought-provoking,9-12,False
The Story of Ferdinand,Munro Leaf,https://www.goodreads.com/book/show/773951.The_Story_of_Ferdinand,The Story of Ferdinand,Munro Leaf,https://covers.openlibrary.org/b/id/6716679-L.jpg,https://openlibrary.org/works/OL4649312W,A gentle bull who likes to sit quietly and smell flowers is entered in a bullfight.,The Story Of Ferdinand,Munro Leaf,A gentle bull who enjoys smelling flowers is unexpectedly entered in a bullfight.,"gentleness, unexpected, acceptance",heartwarming,4-6,False
Bridge to Terabithia,Katherine Paterson,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia,Bridge to Terabithia,Katherine Paterson,https://covers.openlibrary.org/b/id/12627341-L.jpg,https://openlibrary.org/works/OL27079W,"The life of a ten-year-old boy in rural Virginia expands when he becomes friends with a newcomer who subsequently meets an untimely death trying to reach their hideaway, Terabithia, during a storm.",Bridge To Terabithia,Katherine Paterson,"A ten-year-old boy in rural Virginia befriends a newcomer who tragically dies trying to reach their secret hideaway, Terabithia, during a storm.","friendship, imagination, loss, grief",emotional,9-12,False
Blueberries for Sal,Robert McCloskey,https://www.goodreads.com/book/show/133526.Blueberries_for_Sal,Blueberries for Sal,Robert McCloskey,https://covers.openlibrary.org/b/id/11307420-L.jpg,https://openlibrary.org/works/OL4638387W,Recommended by Mental Floss: 50 Essential Children's Books,Blueberries For Sal,Robert Mccloskey,A collection of 50 essential children's books for young readers.,"imagination, friendship, adventure, creativity",uplifting,3-8,False
Clifford the Big Red Dog,Norman Bridwell,https://www.goodreads.com/book/show/858719.Clifford_the_Big_Red_Dog,Clifford the Big Red Dog,Norman Bridwell,https://covers.openlibrary.org/b/id/383686-L.jpg,https://openlibrary.org/works/OL73128W,Emily Elizabeth describes the activities she enjoys with her very big red dog and how they take care of each other.,Clifford The Big Red Dog,Norman Bridwell,A young girl describes the activities she enjoys with her very big red dog and how they take care of each other.,"Friendship, Companionship, Responsibility",Warm,3-5,False
Fox in Socks,Dr. Seuss,https://www.goodreads.com/book/show/105551.Fox_in_Socks,Fox in Socks,Dr. Seuss,https://covers.openlibrary.org/b/id/8832133-L.jpg,https://openlibrary.org/works/OL261159W,"The book begins by introducing Fox and Knox (sometimes called ""Mr. Fox"" and ""Mr. Knox"") along with some props (a box and a pair of socks). After taking those four rhyming items through several permutations, more items are added (chicks, bricks, blocks, clocks), and so on. As the book progresses the Fox describes each situation with rhymes that progress in complexity, with Knox periodically complaining of the difficulty of the tongue-twisters. Finally, after the Fox gives an extended dissertation on Tweetle Beetles who fight (battle) with paddles while standing in a puddle inside a bottle (a Tweetle Beetle Bottle Puddle Paddle Battle Muddle), Knox acts on his frustration by stuffing Fox into the bottle, reciting a tongue-twister of his own: When a fox is in the bottle where the tweetle beetles battle with their paddles in a puddle on a noodle-eating poodle, THIS is what they call... a tweetle beetle noodle poodle bottled paddled muddled duddled fuddled wuddled fox in socks, sir! Knox then declares that the game is finished, thanking the Fox for the fun, and walks away while the beetles, a poodle, and the stunned Fox watch. - Wikipedia.",Fox In Socks,Dr. Seuss,"A whimsical and rhyming story about Fox, Knox, a box, and a pair of socks that leads to increasingly complex tongue-twisters. The book culminates in a humorous showdown between Fox and Knox.","rhyming, tongue-twisters, friendship",whimsical,3-5,False
